id,year_born,gender,how_long,industry,occupation,organisation,household,m_r,remote_last_quarter,remote_preferred_last_quarter,remote_this_year,remote_preferred_this_year,covid_cured_preferred_remote,arra_updated_policy,past_6months,how_often,how_often_like,policy_workplace,policy_workplace_time,think_policy1,think_policy2,think_policy3,think_policy4,feel_remote_policy,think_6months1,think_6months2,think_6months3,think_6months4,think_6months5,think_6months6,think_6months7,think_remote,most_supportive,covid_cured1,covid_cured2,covid_cured3,think_workplace1,think_workplace2,think_workplace3,think_workplace4,think_workplace5,think_remote1,think_remote2,think_remote3,think_remote4,think_remote5,remote_paycut,biggest_paycut,barriers_remote1,barriers_remote2,barriers_remote3,barriers_remote4,barriers_remote5,barriers_remote6,barriers_remote7,barriers_remote8,barriers_remote9,barriers_remote10,barriers_remote11,barriers_remote12,barriers_remote13,barriers_remote14,barriers_remote15,barriers_remote16,barrier_colleagues1,barrier_colleagues2,barrier_colleagues3,barrier_colleagues4,barrier_colleagues5,barrier_colleagues6,barrier_colleagues7,barrier_colleagues8,barrier_colleagues9,barrier_colleagues10,barrier_colleagues11,barrier_colleagues12,barrier_colleagues13,barrier_colleagues14,barrier_colleagues15,barrier_colleagues16,barrier_colleagues17,barrier_colleagues18,barrier_colleagues19,barrier_colleagues20,barrier_colleagues21,barrier_colleagues22,barrier_colleagues23,barrier_colleagues24,barrier_colleagues25,barrier_colleagues26,barrier_colleagues27,barrier_colleagues28,statements1,statements2,statements_2,manage_people,employees_manage_remote,statements_3,statements11,statements12,statements1_2,statements21,statements22,statements2_2,statements2_3,statements23,productive,productive_employees,productive1,productive_employees1,remote_last_quarter1,remote_preferred_last_quarter1,remote_this_year1,remote_preferred_this_year1,covid_cured_preferred_remote1,how_often1,how_often_like1,policy_workplace_time1,t_policy1,t_policy2,t_policy3,t_policy4,t_6months1,t_6months2,t_6months3,t_6months4,t_6months5,t_6months6,t_6months7,ss1,ss2,ss_2,ss_3,ss11,ss12,ss1_2,ss21,ss22,ss2_2,ss2_3,ss23,bar_rem1,bar_rem2,bar_rem3,bar_rem4,bar_rem5,bar_rem6,bar_rem7,bar_rem8,bar_rem9,bar_rem10,bar_rem11,bar_rem12,bar_rem13,bar_rem14,bar_rem15,bar_rem16,biggest_b_colle,smallest_b_colle,occupation_d,index_p,index_p21
11,1980,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste",Professionals,More than 200,Group household,Metro,90%,80%,80%,80%,90%,Yes,Yes,90%,100% - All of my time,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Positive,They are about the same,Somewhat likely,Very likely,Very likely,2.0,8.0,2.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,No,,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Im 50% more productive when working remotely (or more),Im 50% more productive when working remotely (or more),50,50.0,90,80,80,80,90,90.0,100.0,,2,2,2,-1,1,1,1,1,1,-1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,,,Profesionales de Tecnologías de la Información y Comunicación,-5.0,-5.0
12,1959,Male,Between 1 and 5 years,Construction,Machinery operators and drivers,Between 5 and 19,Couple with dependent children,Metro,10%,10%,10%,10%,Less than 10% of my time,Yes,Yes,10%,10%,Yes,80%,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Negative,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Negative,They are about the same,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,1.0,8.0,3.0,4.0,8.0,1.0,8.0,3.0,4.0,8.0,No,,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Lack of privacy,Noisy work environment,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Connectivity/internet issues,Lack of privacy,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of privacy,Noisy work environment,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat agree,Neither agree nor disagree,Somewhat agree,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Im 20% more productive when working remotely,Im 20% more productive when working remotely,20,20.0,10,10,10,10,10,10.0,10.0,80.0,0,-1,-1,-1,-1,0,-1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Lack of privacy,Noisy work environment,Operadores de Equipos Móviles,0.0,0.0
13,1992,Female,Between 6 and 12 months,Other Services,Professionals,Between 1 and 4,Couple with dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,No,Yes,50% - About half of my time,50% - About half of my time,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Senior leadership,Very likely,Very likely,Very likely,3.0,8.0,2.0,3.0,8.0,0.0,12.0,2.0,2.0,8.0,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Im 10% less productive when working remotely,Im 10% less productive when working remotely,-10,-10.0,50,50,50,50,50,50.0,50.0,,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0
14,1968,Female,More than 5 years,Administrative and Support,Clerical and administrative ,More than 200,Couple with no dependent children,Metro,50% - I spent about half of my time remote working,20%,50% - I spent about half of my time remote working,20%,I would prefer not to work remotely,Yes,No,,,Yes,50% - About half of my time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Negative,They are about the same,Very unlikely,Very likely,Very unlikely,2.5,8.0,2.0,3.5,8.0,0.0,8.0,3.0,4.0,9.0,No,,Not a barrier for me,Significantly worsened,Significantly worsened,Significantly worsened,Significantly worsened,Significantly worsened,Significantly worsened,Somewhat improved,Significantly worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat worsened,Somewhat improved,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Problems with audio-visual setup,Noisy work environment,Strongly disagree,Strongly disagree,Strongly agree,No,,,,,,,,,,,Im 20% less productive when working remotely,,-20,,50,20,50,20,0,,,50.0,-2,-2,-2,-2,-2,1,2,-2,-1,0,1,-2.0,-2.0,2.0,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-1.0,,,-1.0,1.0,Connectivity/internet issues,Lack of privacy,Clerical General,-30.0,-30.0
15,1976,Male,More than 5 years,"Professional, Scientific and Technical",Professionals,Between 5 and 19,Single person,Metro,80%,80%,80%,70%,80%,Yes,No,,,No,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Negative,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither positive nor negative,Senior leadership,Somewhat likely,Somewhat likely,Somewhat likely,1.0,11.0,2.0,1.0,9.0,0.0,12.0,2.0,2.0,8.0,No,,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty innovating,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Somewhat agree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,Im 40% more productive when working remotely,,40,,80,80,80,70,80,,,,1,1,2,1,1,1,2,1,1,1,2,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Profesionales de la Salud,-5.0,-5.0
16,1973,Male,More than 5 years,Education and Training,Professionals,More than 200,Single person,Metro,30%,50% - About half of my time,10%,20%,40%,No,Yes,30%,40%,Yes,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat Negative,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,3.0,8.0,3.0,2.0,8.0,2.0,8.0,3.0,3.0,8.0,No,,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Lack of privacy,Connectivity/internet issues,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Im 50% more productive when working remotely (or more),Im 50% more productive when working remotely (or more),50,50.0,30,50,10,20,40,30.0,40.0,100.0,-1,-1,-1,-1,1,-1,1,1,-1,0,1,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,Connectivity/internet issues,Interruptions,Profesionales de la Educación,15.0,15.0
17,1972,Female,Between 1 and 5 years,Retail Trade,Managers,More than 200,One parent family with dependent children,Regional,30%,10%,20%,20%,20%,No,Yes,20%,20%,Yes,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Noisy work environment,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty innovating,Interruptions,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Problems with audio-visual setup,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,30,10,20,20,20,20.0,20.0,30.0,0,0,1,0,1,1,1,1,1,1,1,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noisy work environment,Interruptions,"Gerentes de Hospitalidad, Retail y Servicios",-10.0,-10.0
18,1977,Female,More than 5 years,Administrative and Support,Managers,Between 5 and 19,Couple with dependent children,Regional,20%,10%,10%,Less than 10% of my time,10%,Yes,Yes,10%,10%,Yes,10%,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat Positive,Senior leadership,Very likely,Very likely,Very likely,3.0,8.0,3.0,3.0,7.0,1.0,8.0,4.0,3.0,8.0,Yes,0.1,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Difficulty innovating,Connectivity/internet issues,Connectivity/internet issues,Difficulty innovating,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Interruptions,Connectivity/internet issues,Difficulty innovating,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Somewhat agree,Strongly agree,Somewhat agree,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Im 10% more productive when working remotely,Im 10% more productive when working remotely,10,10.0,20,10,10,10,10,10.0,10.0,10.0,2,0,1,1,2,2,2,2,2,2,2,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Connectivity/internet issues,Interruptions,"Directores Ejecutivos, Gerentes Generales y Legisladores",-5.0,-5.0
19,1978,Male,More than 5 years,Construction,Managers,Between 20 and 199,Couple with dependent children,Metro,30%,40%,20%,20%,20%,Yes,Yes,30%,30%,Yes,60%,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,3.0,8.0,3.0,2.0,8.0,1.0,8.0,4.0,3.0,8.0,Yes,0.1,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Lack of privacy,Noisy work environment,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Difficulty innovating,Interruptions,Noisy work environment,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Interruptions,Noisy work environment,Difficulty innovating,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Im 10% more productive when working remotely,Im 10% more productive when working remotely,10,10.0,30,40,20,20,20,30.0,30.0,60.0,2,1,1,2,0,2,1,2,2,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Connectivity/internet issues,Lack of privacy,Gerentes Especialistas,5.0,5.0
20,1995,Female,Between 1 and 5 years,Retail Trade,Sales ,More than 200,Other one family household,Metro,80%,100% - All of my time,80%,100% - All of my time,100% - All of my time,Yes,No,,,Yes,20%,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,2.5,8.0,3.0,2.5,8.0,0.5,8.0,3.0,4.5,8.0,No,,Not a barrier for me,Somewhat worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Somewhat improved,Not a barrier for me,Somewhat worsened,Not a barrier for me,Somewhat improved,Interruptions,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Connectivity/internet issues,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Strongly agree,Strongly agree,Somewhat disagree,No,,,,,,,,,,,Im 20% more productive when working remotely,,20,,80,100,80,100,100,,,20.0,1,-1,-1,1,1,1,2,1,1,0,1,2.0,2.0,-1.0,,,,,,,,,,,-1.0,-1.0,,,-1.0,,,,,-2.0,1.0,,-1.0,,1.0,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Soporte de Ventas,20.0,20.0
21,1980,Female,Between 6 and 12 months,Construction,Community and personal service ,Between 5 and 19,Couple with dependent children,Metro,20%,20%,20%,20%,30%,No,Yes,30%,20%,Yes,10%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Senior leadership,Very likely,Somewhat likely,Somewhat likely,8.0,2.0,1.0,5.0,8.0,2.0,10.0,8.0,2.0,2.0,Yes,0.05,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Noisy work environment,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Interruptions,Difficulty innovating,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Interruptions,Noisy work environment,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Problems with audio-visual setup,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,,,,,,,,,,Im 50% more productive when working remotely (or more),Im 50% more productive when working remotely (or more),50,50.0,20,20,20,20,30,30.0,20.0,10.0,1,1,1,1,2,1,2,1,1,1,1,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,Connectivity/internet issues,Problems with audio-visual setup,Hospitalidad,0.0,0.0
22,1978,Male,More than 5 years,Accommodation and Food,Managers,Between 20 and 199,Couple with dependent children,Regional,30%,30%,30%,30%,30%,No,Yes,30%,30%,No,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Positive,Senior leadership,Very likely,Somewhat likely,Somewhat likely,1.0,2.0,5.0,8.0,8.0,1.0,8.0,4.0,3.0,8.0,No,,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Im 30% more productive when working remotely,Im 30% more productive when working remotely,30,30.0,30,30,30,30,30,30.0,30.0,,1,1,1,2,1,1,2,2,2,1,1,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,,Gerentes Especialistas,0.0,0.0
23,1976,Male,More than 5 years,Wholesale Trade,Managers,Between 20 and 199,Couple with dependent children,Metro,30%,40%,50% - I spent about half of my time remote working,20%,50% - About half of my time,Yes,Yes,50% - About half of my time,50% - About half of my time,No,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat Negative,My direct manger(s),Neither unlikely or likely,Somewhat likely,Somewhat unlikely,2.0,8.0,3.0,3.0,8.0,0.0,8.0,5.0,3.0,8.0,Yes,0.1,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Interruptions,Noisy work environment,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Problems with audio-visual setup,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Yes,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Im 30% more productive when working remotely,Im 30% more productive when working remotely,30,30.0,30,40,50,20,50,50.0,50.0,,0,1,1,0,0,-1,0,0,1,1,-1,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,Interruptions,Connectivity/internet issues,Gerentes Especialistas,-10.0,-10.0
