occupation_d,Mis responsabilidades de cuidado,Conectividad,Software y sistemas de mi organización,Dificultad para colaborar de forma remota,Mala gestión,Equipos informáticos,Sentirse excluido/a y/o aislado/a,Costos adicionales,Ciberseguridad,Tengo tareas que no se pueden realizar de forma remota,Mi espacio de trabajo ,Motivación,La gerencia desalienta el trabajo remoto,Mi situación de vida,Falta de habilidades para trabajar de forma remota,Mi salud y seguridad al trabajar de forma remota,¿Cuáles fueron las barreras más grandes al trabajar de esta manera?,¿Cuáles fueron las barreras más pequeñas al trabajar de esta manera?
Cuidadores y Asistentes,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,Dificultad para innovar,Interrupciones
Oficios de Automoción e Ingeniería,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,,
Oficios de Automoción e Ingeniería,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,-1.0,Falta de privacidad,Entorno de trabajo ruidoso
Apoyo de Salud y Bienestar,0.0,0.0,1.0,2.0,,-1.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,,,,1.0,Falta de privacidad,Falta de espacios de trabajo y reuniones adecuados
Clerks Numéricos,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,
Profesionales de la Salud,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Problemas de conectividad/internet
Gerentes Especialistas,0.0,0.0,1.0,1.0,0.0,1.0,2.0,,1.0,,0.0,1.0,-1.0,0.0,1.0,2.0,Problemas con la configuración de audio y video,Falta de privacidad
Profesionales de la Educación,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,Problemas de conectividad/internet,Dificultad para colaborar con colegas remotos
Asistentes y Vendedores,0.0,1.0,-1.0,0.0,-2.0,2.0,2.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,,0.0,-1.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Gerentes Especialistas,0.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,1.0,0.0,,0.0,-1.0,-1.0,0.0,0.0,0.0,,
Oficios de Construcción,2.0,-1.0,0.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,,
Profesionales de Tecnologías de la Información y Comunicación,-1.0,1.0,-1.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,,
Gerentes Especialistas,,0.0,1.0,0.0,,,0.0,-1.0,,,2.0,2.0,1.0,,,0.0,,
Agricultores y Gerentes de Granjas,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,
"Gerentes de Hospitalidad, Retail y Servicios",-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,-2.0,1.0,,-1.0,-1.0,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Problemas de conectividad/internet,Falta de privacidad
Soporte de Ventas,,,0.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,,-1.0,-2.0,,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Falta de espacios de trabajo y reuniones adecuados,Dificultad para innovar
Asistentes Personales y Secretarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas con la configuración de audio y video,Dificultad para colaborar con colegas remotos
Gerentes Especialistas,,,,,,,,,,,1.0,,,,,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,-1.0,-1.0,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,Dificultad para innovar,Entorno de trabajo ruidoso
Profesionales de Tecnologías de la Información y Comunicación,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
Profesionales de la Educación,,,,,,,,,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Clerical General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Otros Clericales y Administrativos,,,,0.0,-1.0,0.0,0.0,-1.0,,,0.0,0.0,0.0,-2.0,,-2.0,,
Asistentes y Vendedores,1.0,2.0,2.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-2.0,-2.0,,1.0,0.0,,Interrupciones,Problemas de conectividad/internet
Profesionales de la Educación,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,Problemas de conectividad/internet,Falta de espacios de trabajo y reuniones adecuados
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,Falta de espacios de trabajo y reuniones adecuados,Problemas con la configuración de audio y video
Gerentes Especialistas,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Entorno de trabajo ruidoso,Falta de privacidad
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Falta de privacidad
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,Problemas de conectividad/internet,Problemas con la configuración de audio y video
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",-1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,-1.0,0.0,1.0,0.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
Asistentes Personales y Secretarias,,,,,,,,,,,2.0,2.0,,,1.0,1.0,,
Asistentes y Vendedores,-1.0,-2.0,0.0,-2.0,-1.0,,0.0,-1.0,2.0,0.0,-1.0,-2.0,1.0,-1.0,0.0,-2.0,Problemas con la configuración de audio y video,Dificultad para innovar
Apoyo Clerical y de Oficina,0.0,0.0,0.0,1.0,,0.0,,0.0,,,0.0,1.0,,,,,Falta de privacidad,Problemas de conectividad/internet
Gerentes Especialistas,2.0,1.0,0.0,0.0,,0.0,,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,,
Gerentes Especialistas,1.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,,-2.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
Oficios de Automoción e Ingeniería,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,Interrupciones,Falta de privacidad
Proceso de Fábrica,-1.0,2.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,1.0,-2.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,1.0,2.0,1.0,1.0,0.0,1.0,-1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,
Apoyo Clerical y de Oficina,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,-2.0,-1.0,-1.0,0.0,0.0,Problemas de conectividad/internet,Falta de espacios de trabajo y reuniones adecuados
"Profesionales Legales, Sociales y de Bienestar",0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,,0.0,,,,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Profesionales de las Artes y los Medios,0.0,1.0,2.0,-1.0,-2.0,1.0,-2.0,,,-2.0,1.0,-2.0,,0.0,1.0,-2.0,Dificultad para colaborar con colegas remotos,Dificultad para innovar
Apoyo Clerical y de Oficina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Interrupciones
Otros Obreros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Profesionales de la Salud,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,Dificultad para innovar,Entorno de trabajo ruidoso
Gerentes Especialistas,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,Problemas de conectividad/internet,Dificultad para innovar
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,2.0,1.0,1.0,-1.0,2.0,0.0,1.0,1.0,2.0,-1.0,1.0,2.0,2.0,2.0,1.0,Entorno de trabajo ruidoso,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Falta de espacios de trabajo y reuniones adecuados,Problemas de conectividad/internet
"Directores Ejecutivos, Gerentes Generales y Legisladores",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,,,,,,,,,,,,-1.0,,,,Problemas con la configuración de audio y video,Entorno de trabajo ruidoso
"Profesionales Legales, Sociales y de Bienestar",,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,Dificultad para innovar,Falta de privacidad
Profesionales de la Educación,0.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,Dificultad para innovar,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,0.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,,
Gerentes Especialistas,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,Dificultad para colaborar con colegas remotos,Dificultad para innovar
Gerentes Especialistas,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Dificultad para colaborar con colegas remotos
Apoyo de Salud y Bienestar,,,,,,,,,,0.0,,,,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",-2.0,-2.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Clerks de Consultas y Recepcionistas,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,Falta de privacidad,Falta de espacios de trabajo y reuniones adecuados
Profesionales de Tecnologías de la Información y Comunicación,,,,,,,,,,,,,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",-1.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,,-2.0,0.0,-2.0,Dificultad para colaborar con colegas remotos,Problemas con la configuración de audio y video
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,
Oficios de Alimentación,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,
Otros Obreros,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,
Clerical General,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,
Otros Técnicos y Oficios,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,2.0,Dificultad para colaborar con colegas remotos,Dificultad para innovar
Cuidadores y Asistentes,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,
Clerical General,0.0,0.0,-2.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,Falta de privacidad,Interrupciones
Gerentes de Oficina y Administradores de Programas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,-1.0,,,1.0,Interrupciones,Dificultad para colaborar con colegas remotos
Apoyo Clerical y de Oficina,,,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,,1.0,1.0,1.0,1.0,,,,1.0,,,0.0,,,,,
Profesionales de la Salud,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,2.0,0.0,1.0,,
Gerentes de Oficina y Administradores de Programas,,,,,,,,0.0,0.0,0.0,,,,,,,Dificultad para innovar,Problemas de conectividad/internet
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Gerentes Especialistas,,,,,,,,,,,,,,,,,,
Apoyo Clerical y de Oficina,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Profesionales de la Salud,,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,1.0,,-1.0,1.0,,
"Profesionales Legales, Sociales y de Bienestar",,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,
Servicio de Protección,0.0,2.0,2.0,,0.0,2.0,,,2.0,,,2.0,0.0,2.0,,1.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Dificultad para innovar,Problemas de conectividad/internet
Apoyo Clerical y de Oficina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falta de privacidad,Problemas de conectividad/internet
Profesionales de la Educación,,0.0,1.0,0.0,-2.0,0.0,,,0.0,-1.0,1.0,1.0,1.0,,1.0,,Problemas con la configuración de audio y video,Dificultad para innovar
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,,
Profesionales de la Educación,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,,
Gerentes Especialistas,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,1.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,,,,,,0.0,1.0,,,0.0,,
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas con la configuración de audio y video,Interrupciones
Profesionales de la Educación,,,,1.0,,,,-1.0,,-1.0,0.0,0.0,,,,,,
Profesionales de la Educación,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,,
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,Falta de privacidad,Entorno de trabajo ruidoso
Oficios de Construcción,-2.0,,,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,Interrupciones,Problemas de conectividad/internet
Apoyo Clerical y de Oficina,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1.0,,0.0,0.0,0.0,0.0,,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Asistentes y Vendedores,,0.0,1.0,1.0,0.0,0.0,,,,0.0,,0.0,,,1.0,,Dificultad para colaborar con colegas remotos,Falta de privacidad
Otros Obreros,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,1.0,-2.0,0.0,,1.0,Problemas de conectividad/internet,Dificultad para innovar
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,2.0,0.0,,0.0,,-1.0,0.0,-1.0,,,0.0,0.0,,,Dificultad para colaborar con colegas remotos,Falta de privacidad
Gerentes Especialistas,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,,,,,Falta de privacidad,Dificultad para colaborar con colegas remotos
Profesionales de la Educación,,,,,,,,,,,0.0,0.0,,0.0,,,Dificultad para colaborar con colegas remotos,Interrupciones
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,1.0,-1.0,0.0,,
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",,,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,-1.0,,,0.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,,,
Clerks de Consultas y Recepcionistas,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,,-2.0,-1.0,-1.0,0.0,,Falta de espacios de trabajo y reuniones adecuados,Dificultad para colaborar con colegas remotos
Clerical General,0.0,,0.0,,-2.0,,,2.0,,,,,-2.0,,,,Interrupciones,Problemas de conectividad/internet
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Problemas de conectividad/internet
Profesionales de la Educación,1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-2.0,1.0,1.0,1.0,0.0,Problemas de conectividad/internet,Dificultad para innovar
"Profesionales de Negocios, Recursos Humanos y Marketing",,-1.0,,,,,,,,,,,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,,,0.0,,,,,
Otros Clericales y Administrativos,,,,,,,,,0.0,,2.0,0.0,-1.0,2.0,0.0,0.0,Entorno de trabajo ruidoso,Problemas con la configuración de audio y video
Profesionales de la Educación,,,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,
Profesionales de Tecnologías de la Información y Comunicación,,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,-1.0,0.0,1.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Problemas de conectividad/internet
Representantes y Agentes de Ventas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,,1.0,,
"Profesionales Legales, Sociales y de Bienestar",1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Profesionales de la Educación,,,-1.0,-2.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,-1.0,-2.0,-2.0,-2.0,-1.0,,-1.0,-1.0,-2.0,-1.0,-1.0,0.0,,0.0,,
Gerentes Especialistas,2.0,,,,,-1.0,,-2.0,,,-1.0,,,-2.0,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,-2.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,,,,,1.0,,Problemas de conectividad/internet,Dificultad para innovar
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,
Agricultores y Gerentes de Granjas,2.0,2.0,1.0,1.0,0.0,2.0,1.0,-1.0,2.0,2.0,0.0,1.0,-2.0,0.0,0.0,-1.0,,
Profesionales de la Salud,,,,,,,,,,0.0,,,,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Problemas con la configuración de audio y video
"Profesionales de Negocios, Recursos Humanos y Marketing",,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,,2.0,0.0,2.0,,
Profesionales de las Artes y los Medios,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Interrupciones,Problemas de conectividad/internet
Profesionales de las Artes y los Medios,0.0,-1.0,1.0,1.0,,1.0,,,0.0,,0.0,-1.0,,,,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,,,,,,,,0.0,,,,,,,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Interrupciones,Problemas de conectividad/internet
Gerentes Especialistas,,,,,,,-1.0,,,,,-2.0,,-1.0,,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Conductores de Carretera y Ferrocarril,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Asistentes y Vendedores,,,,,,,,,,,,,,,,,Falta de espacios de trabajo y reuniones adecuados,Interrupciones
Profesionales de la Educación,,,-1.0,-1.0,-1.0,-1.0,,,,,,1.0,-2.0,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
"Gerentes de Hospitalidad, Retail y Servicios",0.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,,0.0,0.0,-1.0,-1.0,,0.0,,,Problemas de conectividad/internet,Dificultad para colaborar con colegas remotos
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Profesionales de la Salud,2.0,2.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Profesionales de Tecnologías de la Información y Comunicación,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,Interrupciones,Falta de privacidad
Servicio de Protección,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,
Servicio de Protección,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,
Apoyo Clerical y de Oficina,,,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Interrupciones,Dificultad para colaborar con colegas remotos
"Profesionales de Negocios, Recursos Humanos y Marketing",-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,Interrupciones,Dificultad para innovar
Gerentes Especialistas,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Entorno de trabajo ruidoso,Interrupciones
Profesionales de la Educación,,,,,,,,,,0.0,,,-2.0,,,,,
Gerentes de Oficina y Administradores de Programas,,,,,0.0,0.0,0.0,,,,,,-2.0,,,,Problemas con la configuración de audio y video,Dificultad para innovar
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,,,,-1.0,,-1.0,2.0,,-1.0,2.0,-1.0,,1.0,,2.0,,
Otros Técnicos y Oficios,,,,,,,,,,,,,,,,,,
